soil,temp,hum,Status
77,15.7,64.18,0
29,15.56,64.01,1
82,15.41,63.84,0
37,15.11,64.76,0
19,14.81,65.68,0
50,14.75,65.31,1
78,14.69,64.94,1
67,14.84,62.66,0
59,14.98,60.37,0
80,14.76,60.51,0
67,14.55,60.65,1
43,14.15,64.1,0
2,13.75,67.56,0
86,13.4,69.08,0
71,13.06,70.59,0
5,12.71,72.53,0
5,12.36,74.47,1
64,12.25,74.81,0
83,12.14,75.14,1
33,11.97,75.92,0
44,11.8,76.71,1
70,11.68,77.71,0
78,11.56,78.71,0
73,11.54,79.42,0
47,11.53,80.12,0
10,11.51,80.83,1
12,11.4,81.69,1
50,11.28,82.56,0
1,11.31,83,1
85,11.34,83.45,0
24,11.28,83.46,1
11,11.22,83.46,1
52,11.36,81.33,0
19,11.5,79.2,1
82,11.68,76.21,0
85,11.85,73.22,1
22,11.9,71.66,1
32,11.94,70.11,1
15,12.22,67.47,1
10,12.51,64.84,1
28,12.78,61.5,1
89,13.06,58.17,0
78,13.32,56.04,1
82,13.59,53.91,0
75,13.72,52.66,0
53,13.86,51.4,1
36,13.78,51.86,0
6,13.71,52.31,1
81,13.82,51.48,0
35,13.92,50.65,0
87,13.78,50.54,0
46,13.63,50.43,0
75,13.74,49.42,0
58,13.86,48.4,1
90,13.97,47.7,0
59,14.08,46.99,1
24,14.29,45.62,1
67,14.5,44.25,0
23,14.77,43,0
86,15.03,41.76,0
7,15.3,40.51,1
86,15.64,40.24,0
79,15.99,39.97,1
58,16.56,39.86,1
77,17.13,39.74,0
68,17.76,38.67,1
30,18.39,37.6,1
90,19.12,35.76,0
46,19.85,33.92,1
39,20.4,31.62,1
29,20.94,29.33,0
47,21.5,28.32,1
23,22.06,27.32,0
46,22.61,26.32,0
71,23.17,25.31,1
48,23.78,24.03,0
81,24.39,22.75,0
76,25.26,21.44,0
83,26.14,20.13,0
7,26.93,18.73,0
43,27.72,17.32,1
47,28.31,15.56,1
3,28.9,13.79,1
44,29.42,12.65,1
6,29.94,11.51,0
12,30.4,10.88,1
36,30.87,10.25,1
15,31.26,9.86,1
56,31.64,9.46,0
43,32.02,9.07,1
27,32.41,8.68,1
85,32.56,8.38,1
40,32.72,8.09,1
16,32.88,7.8,1
16,33.03,7.5,1
57,33.36,7.38,1
69,33.7,7.25,0
50,33.66,7.12,1
29,33.62,6.99,0
33,34.15,6.75,0
55,34.68,6.51,1
43,35.02,6.44,1
20,35.37,6.37,0
56,35.1,6.34,0
57,34.82,6.31,1
12,35.23,6.07,1
82,35.64,5.82,0
67,36.04,5.58,0
38,36.45,5.34,1
12,36.1,5.22,0
49,35.74,5.1,1
57,35.68,5,0
62,35.63,4.9,0
44,35.78,4.88,1
60,35.93,4.87,0
88,35.84,4.8,1
16,35.74,4.73,1
52,35.86,4.56,1
5,35.99,4.38,1
67,35.64,4.57,0
27,35.28,4.77,0
8,34.73,5.02,1
46,34.18,5.26,0
8,33.64,5.51,0
3,33.09,5.76,1
26,32.74,6,1
24,32.38,6.23,1
87,32.53,6.28,1
31,32.68,6.33,1
84,32.52,6.34,0
73,32.36,6.34,0
42,32.52,6.41,0
89,32.67,6.48,1
25,32.72,6.54,1
88,32.76,6.61,1
10,32.64,6.56,1
43,32.52,6.52,0
31,32.67,6.81,1
60,32.82,7.1,0
11,32.62,7.07,0
67,32.42,7.04,1
76,32.74,7.2,0
13,33.06,7.35,1
66,32.96,7.41,1
21,32.86,7.47,1
5,33.03,7,1
31,33.2,6.53,0
87,33.32,6.91,0
37,33.43,7.29,1
77,33.07,6.96,1
50,32.71,6.64,1
18,32.69,5.7,1
61,32.9,6.14,0
75,33.12,6.57,0
86,33.08,6.64,1
46,33.04,6.71,1
8,32.94,6.72,0
12,32.83,6.73,1
19,32.92,6.87,1
47,33.02,7.01,1
75,33.03,6.83,1
45,33.05,6.65,1
54,32.75,6.56,1
66,32.45,6.48,1
4,32.4,7.56,1
33,32.36,8.63,0
20,31.94,12.48,1
40,31.52,16.33,0
10,31.1,17.44,1
77,30.67,18.55,0
82,30.42,19.74,0
8,30.17,20.92,1
35,29.82,21.55,1
67,29.47,22.18,0
11,29.15,23.02,1
12,28.82,23.85,0
85,28.5,24.68,0
88,28.18,25.52,0
28,27.85,26.36,1
30,27.53,27.19,0
55,27.19,27.25,0
1,26.85,27.31,1
26,26.69,26.25,0
17,26.53,25.19,1
45,26.24,24.36,0
34,25.95,23.53,1
73,25.38,24.76,0
53,24.8,25.99,1
26,24.67,25.94,1
40,24.54,25.88,0
62,24.42,26.41,0
13,24.3,26.94,1
22,24.04,27.66,1
11,23.77,28.39,1
28,23.38,29.7,0
9,22.99,31.02,1
69,22.61,32.17,1
6,22.23,33.33,1
80,22,34.26,0
28,21.77,35.19,0
10,21.6,35.91,1
47,21.42,36.63,0
16,21.25,37.35,1
34,21.03,38.47,1
89,20.81,39.6,1
46,20.59,40.72,0
69,20.37,41.84,0
36,20.24,42.21,1
35,20.11,42.58,1
40,19.89,43.4,0
58,19.67,44.22,0
21,19.51,43.89,0
52,19.34,43.56,0
9,19.24,43.28,1
7,19.15,43.01,1
73,19.11,43.1,0
87,19.08,43.2,1
50,19.06,43.24,0
81,19.03,43.27,0
6,18.91,43.81,1
78,18.79,44.34,1
35,18.66,44.83,0
26,18.52,45.32,1
89,18.44,45.77,0
78,18.35,46.22,0
43,18.18,46.97,1
37,18,47.72,1
60,17.97,47.62,0
22,17.94,47.53,0
57,18.15,47.3,1
83,18.35,47.08,0
71,18.48,47.86,0
37,18.62,48.64,1
2,18.54,50.14,0
18,18.45,51.64,1
83,18.41,52.74,0
5,18.37,53.84,0
77,18.28,54.84,0
30,18.19,55.84,0
53,18.1,56.85,1
22,18.01,57.85,1
47,17.96,58.29,1
24,17.91,58.73,0
71,17.87,59.02,0
14,17.82,59.31,1
33,17.72,59.58,0
39,17.62,59.85,0
37,17.58,59.78,0
66,17.53,59.7,0
12,17.54,59.31,1
77,17.55,58.92,1
87,17.61,58.34,0
49,17.67,57.77,1
41,17.52,58.39,0
26,17.36,59.01,1
41,17.16,59.7,1
85,16.96,60.39,1
14,16.76,61.08,0
43,16.51,62.02,0
45,16.25,62.97,1
74,15.93,64.19,0
39,15.61,65.41,1
57,15.32,66.67,1
85,15.03,67.93,1
17,14.67,69.18,1
36,14.31,70.44,1
40,14.22,71.1,0
83,14.13,71.77,1
42,14.02,72.62,1
31,13.91,73.48,1
88,14.12,73.09,1
14,14.34,72.7,1
32,14.42,72.6,1
77,14.49,72.49,1
76,14.26,72.76,0
41,14.04,73.03,0
40,13.7,74.4,0
2,13.35,75.78,1
61,13.11,77.44,0
81,12.87,79.11,0
90,12.86,80.2,0
9,12.85,81.3,1
80,13.27,81.28,0
24,13.7,81.25,1
31,13.96,80.45,0
2,14.23,79.65,1
60,14.22,79.69,1
49,14.2,79.73,1
22,14.17,80.21,0
44,14.14,80.68,1
63,14.08,81.37,1
54,14.01,82.05,1
4,13.98,82.76,0
40,13.95,83.47,1
81,13.87,84.02,0
72,13.78,84.56,1
9,13.7,85.11,0
68,13.64,85.88,0
59,13.58,86.65,1
34,13.56,87.24,1
20,13.53,87.84,1
58,13.38,88.54,1
42,13.22,89.23,1
31,13.21,90.16,1
76,13.2,91.08,0
77,13.24,91.44,0
57,13.29,91.81,1
48,13.15,92.08,0
19,13.01,92.35,1
45,12.86,93.02,1
30,12.72,93.69,1
36,12.72,94.21,0
41,12.71,94.73,0
10,12.67,95.09,1
72,12.63,95.45,0
85,12.59,95.72,0
2,12.55,95.99,1
56,12.52,96,1
29,12.5,96,1
35,12.39,96,1
52,12.28,96,0
74,12.3,96,0
81,12.33,96,0
14,12.39,96,1
87,12.45,96,0
69,12.4,96,0
6,12.34,96,1
57,12.34,96,1
39,12.34,96,1
50,12.25,96,1
32,12.16,96,0
30,12.07,96,0
53,11.99,96,1
55,11.9,96,1
83,11.81,96,0
36,11.72,96,0
87,11.72,96,0
7,11.72,96,0
62,11.88,96,0
64,12.03,96,1
29,12.18,95.78,1
37,12.33,95.56,1
19,12.35,93.96,1
66,12.37,92.36,1
36,12.61,89.96,1
45,12.85,87.55,1
27,13.06,85.44,0
39,13.28,83.34,0
38,14.44,78.66,0
8,15.6,73.98,1
88,16.84,67.02,0
13,18.08,60.05,1
8,18.84,55.92,1
64,19.61,51.78,0
2,20.4,48.75,1
5,21.18,45.72,0
73,21.6,43.93,0
37,22.02,42.14,1
81,22.81,39.18,0
1,23.6,36.22,1
55,24.39,33.26,1
46,25.18,30.3,1
89,25.04,29.16,0
9,24.89,28.02,1
66,25.54,26.52,0
87,26.19,25.01,1
68,26.39,23.68,0
58,26.59,22.34,0
14,27.34,21.2,0
71,28.08,20.06,0
49,29.24,18.04,1
17,30.39,16.01,0
69,30.24,14.68,0
90,30.08,13.36,0
9,30.39,12.44,1
42,30.7,11.52,1
67,31.14,10.78,1
39,31.59,10.04,0
4,31.92,8.97,1
22,32.26,7.9,1
73,32.68,7.4,0
26,33.1,6.91,0
31,33.52,6.42,1
17,33.94,5.92,0
68,34.14,5.8,0
14,34.34,5.68,1
59,34.54,5.34,1
19,34.75,5,0
35,35.03,4.94,1
40,35.31,4.87,1
57,35.82,4.86,0
23,36.33,4.85,0
36,36.28,4.54,1
47,36.22,4.22,1
21,36.17,3.9,0
89,36.12,3.59,0
3,36.47,3.42,1
76,36.82,3.26,0
56,37.02,3.05,1
75,37.21,2.84,0
7,37.48,2.65,1
83,37.74,2.46,1
83,37.42,2.45,1
31,37.09,2.43,1
27,36.84,2.38,0
38,36.59,2.32,0
54,36.67,2.18,0
82,36.76,2.04,0
48,36,2.26,1
21,35.25,2.47,1
60,34.71,2.72,0
14,34.17,2.98,1
85,34.06,3.03,1
51,33.95,3.09,1
33,33.84,3.14,0
35,33.72,3.2,1
54,33.61,3.25,0
83,33.5,3.3,0
70,33.39,3.36,0
86,33.28,3.41,1
90,33.28,3.66,0
81,33.27,3.92,1
79,33.47,3.83,1
21,33.67,3.74,1
11,33.66,3.97,1
3,33.65,4.2,0
11,33.64,4.44,1
31,33.63,4.67,0
76,33.72,4.12,0
53,33.82,3.56,1
30,33.75,4.28,1
10,33.69,5.01,0
35,33.76,4.62,1
7,33.83,4.22,0
50,33.83,4.51,1
52,33.83,4.8,0
54,33.88,4.98,0
2,33.94,5.17,1
80,34.16,4.4,0
42,34.37,3.64,0
49,34.2,3.7,0
83,34.02,3.77,0
22,33.93,4.08,0
29,33.84,4.38,0
67,34.13,4.56,1
90,34.42,4.73,0
71,34.12,4.43,0
4,33.83,4.13,1
56,33.72,4.56,1
28,33.61,4.98,1
38,33.64,4.83,1
30,33.66,4.68,1
61,33.5,4.74,0
81,33.35,4.8,0
10,33.2,4.44,1
17,33.06,4.08,0
32,33.13,4.32,1
30,33.2,4.57,1
51,33.16,4.76,0
37,33.12,4.94,1
87,33.02,4.69,0
26,32.92,4.43,0
83,32.83,4.66,1
57,32.74,4.89,1
89,32.61,4.99,0
58,32.47,5.1,0
43,32.38,5.08,1
70,32.28,5.06,0
76,31.81,8.82,0
66,31.34,12.58,1
31,30.88,16.34,1
17,30.41,20.1,1
40,29.57,22.62,1
28,28.72,25.13,1
10,27.88,27.65,1
29,27.04,30.16,1
16,26.62,30.82,1
50,26.19,31.49,0
19,25.63,32.57,1
64,25.07,33.65,0
78,24.65,34.87,0
61,24.23,36.09,1
80,23.78,37.16,1
60,23.33,38.23,1
66,22.86,39.51,0
24,22.4,40.79,1
66,22.12,41.82,0
35,21.83,42.84,1
18,21.6,43.62,1
65,21.36,44.39,1
73,21.18,45.27,0
3,21,46.15,1
1,20.74,47.54,1
10,20.47,48.93,1
34,20.35,49.73,1
11,20.23,50.53,1
87,20.11,51.33,0
3,19.99,52.13,0
75,19.81,52.84,0
71,19.63,53.56,0
2,19.52,53.92,1
34,19.4,54.28,0
40,19.2,54.7,1
34,19.01,55.11,0
47,18.91,55.22,1
84,18.81,55.34,1
4,18.74,55.57,0
76,18.67,55.8,0
75,18.65,55.56,0
65,18.63,55.31,0
74,18.63,55.33,1
9,18.64,55.35,1
26,18.53,55.94,1
67,18.42,56.53,0
23,18.38,57.03,0
24,18.33,57.52,0
66,18.23,57.98,1
33,18.12,58.44,1
48,18.08,58.82,0
73,18.05,59.2,0
43,18.04,59.53,0
28,18.03,59.86,1
52,17.97,60.27,1
40,17.91,60.68,1
8,17.67,61.7,1
3,17.43,62.73,1
2,17.32,63.17,0
9,17.21,63.61,1
4,17.18,63.85,0
22,17.14,64.09,1
57,17.2,64.23,0
59,17.25,64.36,0
21,17.31,64.5,1
4,17.16,65.44,0
78,17.01,66.39,0
12,16.9,67.13,1
26,16.78,67.88,1
49,16.84,67.83,1
28,16.9,67.78,0
54,16.88,67.92,1
46,16.85,68.06,0
9,16.68,69.1,1
90,16.51,70.13,1
88,16.38,70.56,0
52,16.24,70.98,1
90,15.96,72.18,0
18,15.69,73.39,1
45,15.8,73.52,0
36,15.91,73.65,1
46,15.97,73.56,1
53,16.03,73.46,0
36,15.95,74.13,1
7,15.87,74.8,1
18,15.76,75.19,1
12,15.65,75.59,1
1,15.5,76.43,1
2,15.34,77.27,1
54,15.41,77.31,1
25,15.48,77.34,0
16,15.46,77.28,1
44,15.45,77.22,1
16,15.48,77.58,1
51,15.51,77.94,0
74,15.42,77.97,1
64,15.32,78.01,1
24,15.1,78.69,0
83,14.88,79.38,0
38,14.85,79.59,0
8,14.82,79.79,1
67,14.79,80.02,1
62,14.76,80.25,0
58,14.39,81.75,1
30,14.02,83.25,1
61,13.97,84.26,0
43,13.92,85.26,1
22,13.9,85.88,1
44,13.89,86.49,1
32,13.87,87.11,1
42,13.92,87.72,1
25,13.98,88.34,0
1,13.84,88.9,1
28,13.71,89.45,1
24,13.59,90.28,1
55,13.47,91.11,1
28,13.37,91.82,0
35,13.27,92.52,1
44,13.06,92.95,0
63,12.85,93.38,0
80,12.57,93.71,0
88,12.29,94.04,0
43,12.07,94.57,1
79,11.85,95.1,1
3,11.76,95.54,1
66,11.68,95.97,0
26,11.74,95.98,0
63,11.81,96,0
82,11.98,96,0
10,12.14,96,1
56,12.29,96,1
41,12.44,96,1
8,12.54,96,1
46,12.65,96,1
10,12.68,96,0
77,12.7,96,0
69,12.82,96,0
14,12.94,96,1
65,13.14,96,0
9,13.35,96,1
28,13.41,96,0
20,13.47,96,1
30,13.36,96,0
41,13.26,96,1
85,13.29,96,0
2,13.33,96,1
5,13.36,96,1
55,13.26,96,1
16,13.17,96,1
10,13.01,96,1
45,12.85,96,1
9,12.85,96,1
14,12.85,96,1
50,12.72,96,0
45,12.58,96,0
29,12.36,96,1
63,12.13,96,1
51,12.16,96,0
4,12.2,96,1
53,12.22,96,1
81,12.23,96,0
4,12.3,96,1
69,12.37,96,0
13,12.42,96,0
70,12.46,96,1
61,12.54,95.84,1
32,12.61,95.67,1
36,13.52,92.24,1
20,14.43,88.82,0
19,16.19,78.4,1
64,17.95,67.97,0
56,18.71,61.84,0
17,19.47,55.7,0
3,20.05,52.7,0
8,20.63,49.7,1
80,20.78,47.84,1
26,20.93,45.99,1
26,21.32,44.12,1
31,21.72,42.24,1
88,22.64,39.56,0
36,23.56,36.88,0
40,24.48,34.19,1
78,25.4,31.51,0
12,25.89,29.82,1
8,26.38,28.13,0
20,27.04,26.42,1
26,27.69,24.72,1
50,27.68,23.26,1
87,27.66,21.81,1
19,28.28,20.17,1
47,28.91,18.53,0
82,29.54,16.88,0
7,30.16,15.24,1
38,30.78,13.6,1
64,31.41,11.96,0
49,31.23,10.92,0
47,31.05,9.88,0
81,31.24,9.31,1
36,31.44,8.74,1
33,31.63,8.17,1
9,31.82,7.6,1
58,32.77,7.02,1
14,33.72,6.44,1
56,34.68,5.86,1
80,35.63,5.28,0
72,35.93,5.06,1
46,36.23,4.83,1
80,36.59,4.5,0
56,36.95,4.17,0
25,37.12,4.01,1
32,37.29,3.86,1
53,36.94,3.97,1
17,36.59,4.09,0
59,36.72,3.91,0
6,36.85,3.73,0
19,36.98,3.55,1
37,37.11,3.37,0
48,38.16,3.12,0
44,39.21,2.87,0
48,38.72,2.56,1
13,38.23,2.25,1
48,38.72,2.1,0
58,39.2,1.96,1
34,38.51,1.98,1
55,37.82,2.01,1
39,38.08,1.9,0
72,38.33,1.78,1
64,38,1.81,0
12,37.67,1.84,1
73,37.22,2,1
31,36.76,2.16,1
29,36.31,2.32,1
2,35.86,2.48,1
40,35.88,2.49,0
20,35.9,2.5,0
89,35.93,2.51,0
84,35.95,2.52,1
52,35.96,2.43,1
73,35.97,2.34,0
12,36.02,2.47,1
32,36.07,2.61,0
61,35.9,2.34,1
87,35.73,2.07,0
61,35.62,2.13,1
43,35.52,2.2,1
7,35.84,1.98,1
69,36.16,1.76,1
20,36.11,1.77,1
52,36.07,1.78,1
70,35.95,1.88,0
59,35.83,1.97,0
19,35.85,1.92,1
9,35.87,1.87,0
30,35.84,1.85,1
76,35.82,1.82,1
41,36.04,1.72,1
74,36.26,1.62,1
7,36.49,1.52,1
22,36.71,1.42,0
15,36.54,1.36,0
58,36.37,1.31,0
35,36.02,1.62,1
63,35.67,1.93,0
63,35.95,1.48,1
76,36.23,1.02,0
21,36.53,1.08,0
36,36.84,1.13,0
21,36.5,1.46,1
87,36.15,1.8,0
70,35.8,2.13,0
74,35.46,2.46,0
90,35.64,2.54,0
7,35.82,2.63,1
19,35.61,1.98,0
24,35.39,1.34,1
64,35.44,1.74,0
59,35.49,2.13,1
42,35.01,4.92,1
1,34.52,7.7,0
81,34.03,10.48,0
23,33.55,13.27,1
45,32.08,18.6,0
85,30.6,23.93,1
37,30.12,24.13,1
44,29.63,24.34,1
16,29.14,24.54,1
59,28.66,24.74,0
73,28.32,25.76,0
85,27.98,26.77,0
3,27.96,26.67,1
8,27.95,26.57,1
50,27.37,27.8,0
67,26.79,29.02,0
49,26.28,30.09,0
58,25.78,31.16,0
37,25.52,32.32,1
84,25.25,33.47,1
89,24.91,34.67,0
54,24.57,35.87,1
20,24.18,37.36,0
50,23.79,38.86,0
6,23.54,39.48,0
64,23.29,40.09,0
58,22.99,41.24,1
79,22.7,42.4,0
80,22.46,43.02,1
2,22.22,43.65,1
60,21.96,44.65,1
65,21.69,45.65,0
16,21.42,46.65,1
51,21.16,47.65,1
20,20.96,48.61,0
79,20.76,49.58,0
17,20.56,50.54,0
35,20.36,51.51,0
19,20.21,52.35,1
1,20.06,53.19,0
31,19.96,54.1,1
30,19.87,55.01,1
40,19.74,56.21,0
9,19.6,57.41,0
66,19.47,58.61,0
54,19.34,59.81,1
7,19.24,60.54,1
44,19.13,61.27,1
59,18.98,62.42,1
61,18.83,63.58,1
57,18.76,64.23,1
39,18.68,64.88,1
66,18.6,65.56,0
78,18.52,66.23,1
86,18.49,66.8,0
44,18.47,67.36,1
76,18.42,68.12,0
63,18.36,68.88,1
8,18.32,69.11,1
32,18.28,69.34,1
83,18.24,69.19,1
21,18.2,69.05,0
34,18.23,68.52,1
72,18.26,67.98,1
28,18.22,67.84,0
29,18.17,67.69,1
44,18.1,68.16,1
90,18.02,68.63,0
76,17.99,68.84,0
68,17.96,69.05,0
12,17.92,69.27,1
71,17.89,69.48,0
17,17.86,69.69,1
45,17.8,70.19,1
58,17.73,70.69,0
16,17.62,71.18,1
30,17.52,71.68,1
6,17.54,71.7,1
90,17.55,71.73,0
89,17.26,72.87,1
85,16.96,74,0
72,16.8,75.06,0
13,16.65,76.12,1
90,16.45,77.08,1
47,16.26,78.03,0
52,16.12,78.8,0
42,15.99,79.57,1
59,15.86,80.08,1
70,15.73,80.59,0
60,15.68,81.03,0
80,15.63,81.47,1
7,15.48,81.98,0
67,15.33,82.48,0
39,15.34,82.58,0
75,15.35,82.68,0
9,15.34,82.14,1
21,15.34,81.6,0
32,15.35,81.35,1
74,15.36,81.1,0
11,15.3,80.63,1
39,15.23,80.16,0
71,15.17,80.25,0
26,15.11,80.34,0
40,15.24,80.02,0
1,15.36,79.69,1
63,15.5,78.88,1
79,15.63,78.06,1
41,15.62,77.64,1
23,15.62,77.22,0
32,15.74,76.72,1
41,15.86,76.23,1
73,15.92,76.41,0
43,15.98,76.59,1
13,16.17,76.21,0
17,16.35,75.83,1
31,16.54,75.45,0
47,16.72,75.06,1
40,16.9,74.66,0
90,16.88,75.07,0
17,16.87,75.49,0
16,16.92,75.54,0
84,16.97,75.6,0
44,17.02,75.32,1
36,17.07,75.04,1
58,17.01,75.03,0
41,16.94,75.01,1
89,16.83,75.5,0
52,16.72,75.99,1
38,16.72,76.09,0
28,16.73,76.19,1
68,16.8,76.04,0
57,16.88,75.88,1
54,16.88,76,1
32,16.89,76.11,1
62,16.94,76.37,0
2,16.98,76.63,1
6,17.08,76.87,1
29,17.19,77.11,0
14,17.26,77.29,1
68,17.33,77.47,1
85,17.4,77.65,0
64,17.47,77.83,0
62,17.4,78.62,0
65,17.34,79.4,0
71,17.3,79.84,1
68,17.26,80.29,0
43,17.17,80.98,1
56,17.08,81.67,0
8,16.98,82.36,1
25,16.89,83.05,1
76,16.92,83.31,0
81,16.94,83.57,0
60,16.91,84.04,1
32,16.88,84.52,1
69,16.79,85,0
3,16.7,85.48,0
5,16.58,86.3,1
40,16.45,87.12,1
73,16.31,87.66,0
32,16.17,88.21,1
7,16.09,88.59,1
21,16,88.97,0
25,15.92,89.35,0
77,15.86,89.7,0
80,15.8,90.04,0
10,15.71,90.84,1
48,15.62,91.64,0
23,15.63,91.92,1
77,15.64,92.21,1
86,15.6,92.59,0
79,15.57,92.97,0
44,15.58,93.13,0
12,15.58,93.29,1
53,15.54,93.5,0
79,15.51,93.71,0
85,15.32,94.19,1
90,15.14,94.67,1
24,15.03,95.3,1
68,14.92,95.92,1
42,15.4,95.63,0
81,15.89,95.34,0
50,17.21,89.12,1
42,18.53,82.89,1
21,19.81,76.79,0
9,21.09,70.69,1
16,21.54,67.9,1
4,21.98,65.1,0
53,22.53,63,1
79,23.08,60.9,0
38,23.64,58.81,1
35,24.19,56.71,1
20,24.46,54.78,1
24,24.74,52.85,0
53,25.11,51.6,1
7,25.48,50.34,1
43,26.24,47.3,1
37,27,44.25,1
51,27.44,41.94,0
2,27.89,39.64,0
20,28.34,38.22,1
90,28.79,36.79,0
55,29.2,35.22,1
17,29.62,33.65,1
86,30,32.14,1
68,30.38,30.63,0
78,30.96,28.95,0
71,31.54,27.27,1
72,31.61,26.38,0
30,31.67,25.5,1
57,31.74,24.62,1
66,31.81,23.73,0
52,32.38,22.72,1
53,32.96,21.72,0
15,33.3,20.53,1
13,33.63,19.34,1
2,33.7,19.2,1
62,33.76,19.05,1
11,34.34,18.26,1
71,34.92,17.46,0
77,35.26,16.43,1
90,35.61,15.4,1
36,36.4,14.4,0
67,37.19,13.41,0
73,37.14,12.91,0
57,37.08,12.41,1
15,36.91,11.98,1
42,36.74,11.56,1
55,36.95,10.82,1
35,37.16,10.09,1
56,37.28,10.06,1
20,37.41,10.04,1
74,37.53,10.01,0
50,37.66,9.98,0
89,37.85,9.85,1
33,38.04,9.71,1
18,38.29,9.46,0
2,38.54,9.2,1
59,38.05,8.61,1
58,37.56,8.03,1
61,37.39,7.65,0
40,37.21,7.28,0
40,36.37,7.46,0
58,35.53,7.63,0
24,34.97,8.24,1
74,34.4,8.86,0
51,34.28,8.4,1
35,34.15,7.95,1
79,34.27,6.49,0
79,34.39,5.03,0
26,34.56,5.03,1
58,34.74,5.02,1
21,34.78,5.06,1
54,34.81,5.1,1
40,34.86,4.9,0
54,34.9,4.71,0
14,35.03,7.74,1
26,35.16,10.76,0
38,34.25,17.95,0
7,33.35,25.15,0
21,32.92,26.4,1
36,32.48,27.66,0
68,32.14,27.66,0
20,31.79,27.65,1
78,31.48,28.06,1
84,31.17,28.48,1
41,31.07,28.28,1
4,30.97,28.08,1
37,30.79,28.7,1
86,30.61,29.32,0
68,30.68,29.46,1
6,30.76,29.61,1
72,30.24,29.71,0
48,29.71,29.81,1
68,29.42,30.75,0
17,29.14,31.69,0
10,28.86,32.63,1
20,28.57,33.57,0
46,28.35,33.89,1
7,28.13,34.2,1
37,27.71,35.49,0
64,27.29,36.78,0
5,26.94,38.02,1
41,26.59,39.25,0
23,26.62,39.64,1
14,26.64,40.03,1
67,26.48,41.06,1
62,26.31,42.1,0
73,26.23,42.66,0
21,26.15,43.23,0
40,25.94,44.3,1
9,25.72,45.37,0
45,25.43,46.83,0
75,25.14,48.3,0
57,24.96,49.37,1
13,24.78,50.44,1
54,24.65,51.58,1
64,24.51,52.73,0
15,24.36,53.24,0
72,24.2,53.75,0
39,24.04,54.14,0
36,23.88,54.52,1
53,23.7,55.26,1
88,23.53,56,0
77,23.55,55.46,0
20,23.57,54.92,1
43,23.48,54.47,1
13,23.39,54.02,0
61,23.16,55.28,1
79,22.92,56.54,1
73,22.68,56.97,0
89,22.43,57.4,1
90,22.14,58.38,0
42,21.86,59.35,1
52,21.48,61.2,1
7,21.11,63.04,0
78,20.72,64.94,1
8,20.33,66.83,0
19,20.1,67.88,1
71,19.88,68.93,0
65,19.8,69,0
47,19.72,69.08,1
12,19.6,69.69,1
26,19.48,70.3,1
15,19.34,71.12,0
67,19.2,71.94,1
77,19.19,72.4,1
62,19.17,72.85,0
70,19.13,73.34,0
27,19.09,73.84,1
8,18.98,74.43,1
81,18.87,75.01,0
58,18.84,75.39,0
38,18.81,75.76,0
53,18.66,76.28,1
74,18.52,76.8,1
69,18.45,77.09,0
43,18.39,77.37,1
54,18.32,77.69,0
35,18.24,78.02,0
73,18.17,78.36,0
20,18.11,78.7,1
2,18.06,78.84,1
34,18.01,78.97,1
70,17.91,79.28,0
52,17.81,79.59,1
42,17.71,80,0
75,17.61,80.42,0
7,17.57,80.6,1
51,17.53,80.78,0
15,17.59,80.69,1
48,17.65,80.59,1
29,17.71,80.5,1
23,17.73,80.43,1
16,17.75,80.36,1
28,17.61,80.91,1
4,17.47,81.47,1
43,17.52,81.18,0
84,17.58,80.9,0
51,17.5,81.07,1
55,17.43,81.24,0
25,17.39,81.44,0
32,17.35,81.64,0
15,17.35,81.37,1
16,17.35,81.09,1
55,17.28,81.24,0
37,17.21,81.38,1
8,17.24,81.28,1
74,17.27,81.17,0
6,17.27,81.07,1
76,17.27,80.97,0
50,17.27,80.96,0
73,17.27,80.94,1
1,17.32,80.77,1
69,17.37,80.6,0
41,17.4,80.45,0
16,17.43,80.3,1
67,17.4,80.43,0
3,17.38,80.56,1
81,17.37,80.68,0
66,17.36,80.81,1
64,17.3,80.72,1
86,17.23,80.62,0
28,17.24,80.56,1
62,17.24,80.49,0
14,17.17,80.75,1
13,17.1,81.01,1
32,17.07,81.16,1
23,17.03,81.31,0
26,16.98,81.33,1
64,16.92,81.35,1
23,16.77,82.13,1
57,16.62,82.91,1
12,16.68,83,1
60,16.73,83.1,0
29,16.78,83.2,1
75,16.84,83.29,0
53,16.91,82.91,1
54,16.98,82.53,0
43,17.02,82.48,1
18,17.07,82.43,1
53,17.11,82.38,1
27,17.14,82.75,1
14,17.17,83.12,0
2,17.19,83.67,1
24,17.2,84.22,1
78,17.1,84.84,0
76,16.99,85.47,0
60,16.9,86.22,1
87,16.81,86.97,0
65,16.82,87.04,0
48,16.84,87.12,1
12,16.81,87.36,1
1,16.79,87.59,1
81,16.74,87.66,0
19,16.7,87.74,1
25,16.55,88.47,1
81,16.4,89.2,0
13,16.31,89.6,1
15,16.22,90,1
20,16.26,90.39,1
19,16.31,90.78,1
88,16.3,90.89,1
90,16.29,91,0
19,16.26,91.38,1
61,16.22,91.75,0
27,16.27,91.44,1
47,16.33,91.14,0
82,16.23,91.57,1
38,16.12,92,0
39,16.1,92.38,1
4,16.07,92.75,0
31,16.08,93.11,1
37,16.08,93.47,1
28,16.06,93.84,1
73,16.04,94.21,1
